,carat,cut,color,clarity,depth,table,price,x,y,z
28321,0.73,Very Good,J,VS2,60.6,61.0,1952,5.77,5.81,3.51
28322,1.01,Premium,F,VS2,63.0,58.0,6165,6.4,6.34,4.01
28323,1.01,Very Good,G,SI1,63.2,59.0,5113,6.36,6.32,4.01
28324,1.01,Good,D,IF,63.4,59.0,15081,6.26,6.39,4.01
28325,0.55,Ideal,H,SI1,62.2,54.0,1084,5.24,5.28,3.27
28326,2.14,Ideal,H,SI2,61.9,57.0,12400,8.34,8.28,5.14
28327,0.5,Good,F,VVS2,58.5,62.0,2052,5.23,5.27,3.07
28328,1.2,Very Good,H,SI1,62.4,60.0,6199,6.75,6.71,4.2
28329,0.51,Premium,G,VVS1,60.1,56.0,2111,5.35,5.16,3.16
28330,0.28,Very Good,F,VVS1,58.9,62.0,572,4.27,4.32,2.53
28331,0.53,Ideal,D,VS2,60.2,57.0,1857,5.24,5.26,3.16
28332,0.72,Ideal,H,VVS2,61.6,56.0,3334,5.75,5.77,3.55
28333,0.41,Ideal,F,VVS1,61.3,56.0,1001,4.8,4.82,2.95
28334,0.31,Ideal,I,SI1,61.3,55.0,395,4.39,4.42,2.7
28335,1.0,Very Good,E,VS1,63.2,55.0,7532,6.34,6.29,3.99
28336,0.34,Ideal,D,VS2,62.1,55.0,923,4.49,4.46,2.78
28337,0.33,Ideal,H,VS1,62.2,53.3,592,4.45,4.48,2.77
28338,0.34,Ideal,H,VS2,62.2,56.0,537,4.48,4.53,2.8
28339,0.31,Ideal,E,VS2,60.8,54.0,872,4.4,4.39,2.67
28340,1.2,Ideal,F,VS2,61.2,53.0,8588,6.88,6.85,4.2
28341,0.59,Ideal,I,VS2,61.8,56.0,1371,5.39,5.42,3.34
28342,0.36,Premium,D,SI2,61.5,60.0,689,4.6,4.54,2.81
28343,1.06,Ideal,G,VVS2,61.6,56.3,7934,6.53,6.56,4.03
28344,1.06,Premium,H,VS1,60.0,58.0,5236,6.65,6.61,3.98
28345,0.51,Good,F,VS2,63.7,56.0,1574,5.05,5.03,3.21
28346,0.74,Premium,H,SI1,62.4,58.0,2300,5.75,5.7,3.57
28347,1.22,Ideal,I,SI1,60.2,58.0,5807,6.96,6.9,4.17
28348,0.4,Very Good,E,SI2,63.5,56.0,798,4.71,4.68,2.98
28349,0.75,Ideal,E,VS2,62.0,56.0,3120,5.82,5.85,3.62
28350,0.56,Fair,H,VS2,52.7,70.0,1293,5.71,5.57,2.97
28351,0.52,Ideal,E,VS2,61.7,56.0,1888,5.16,5.21,3.2
28352,0.53,Ideal,D,VS2,61.1,56.0,1825,5.28,5.24,3.21
28353,1.71,Very Good,I,SI2,62.7,58.0,8896,7.59,7.54,4.74
28354,1.01,Very Good,G,VVS2,62.1,63.0,6371,6.38,6.31,3.94
28355,0.55,Ideal,G,VVS1,62.6,56.0,2116,5.24,5.27,3.29
28356,0.9,Very Good,D,SI2,62.9,59.0,3706,6.06,6.15,3.84
28357,1.05,Premium,F,SI2,61.7,60.0,4363,6.58,6.49,4.03
28358,1.1,Premium,G,VS2,59.4,60.0,7022,6.78,6.72,4.01
28359,0.99,Ideal,F,SI1,62.1,58.0,6038,6.33,6.4,3.95
28360,1.5,Very Good,I,VS1,60.8,63.0,9281,7.37,7.41,4.49
28361,0.34,Premium,G,SI2,62.8,59.0,574,4.47,4.45,2.8
28362,0.51,Good,D,SI2,63.8,56.0,1268,5.09,5.07,3.24
28363,0.42,Ideal,G,VS2,60.8,57.0,847,4.82,4.85,2.94
28364,2.09,Premium,H,SI2,61.0,60.0,10182,8.28,8.19,5.02
28365,0.52,Premium,F,VS2,58.5,60.0,1651,5.29,5.24,3.08
28366,0.35,Ideal,I,SI1,61.3,54.0,606,4.56,4.51,2.78
28367,0.7,Very Good,F,SI1,59.8,60.0,2196,5.75,5.83,3.46
28368,0.76,Good,I,SI1,64.1,59.0,1914,5.73,5.75,3.68
28369,0.5,Good,E,SI1,63.7,56.0,1316,5.02,5.06,3.21
28370,1.52,Very Good,E,SI1,63.5,58.0,11176,7.36,7.29,4.65
28371,1.48,Very Good,H,SI2,62.3,58.0,7244,7.18,7.23,4.49
28372,0.33,Ideal,G,VS2,62.3,57.0,743,4.43,4.4,2.75
28373,0.3,Premium,F,VS1,59.8,60.0,799,4.39,4.31,2.6
28374,0.32,Good,D,SI1,63.3,57.0,589,4.37,4.38,2.77
28375,1.27,Very Good,I,VS1,60.6,59.0,7031,7.04,6.96,4.24
28376,0.84,Good,E,SI1,61.9,61.0,3577,6.03,6.05,3.74
28377,1.04,Premium,F,VS1,59.4,60.0,7632,6.58,6.56,3.9
28378,2.0,Good,H,SI1,58.0,58.0,17447,8.21,8.26,4.78
28379,0.31,Ideal,D,SI1,62.3,54.0,571,4.33,4.37,2.71
28380,1.01,Ideal,G,VS2,61.4,58.0,6618,6.47,6.44,3.97
28381,0.36,Ideal,G,SI1,62.7,55.0,689,4.59,4.54,2.86
28382,0.3,Ideal,G,VS1,61.8,54.0,776,4.32,4.29,2.66
28383,1.01,Very Good,G,VS2,62.4,58.0,5696,6.37,6.41,3.99
28384,0.78,Fair,H,VS2,54.7,67.0,2691,6.25,6.15,3.4
28385,0.75,Ideal,G,SI1,61.6,55.0,2902,5.82,5.86,3.6
28386,0.5,Ideal,I,VS2,62.4,55.0,1110,5.09,5.11,3.18
28387,0.72,Good,H,VS1,60.0,61.2,2637,5.74,5.83,3.47
28388,0.54,Premium,I,VVS2,60.9,59.0,1944,5.28,5.26,3.21
28389,0.37,Premium,D,SI1,60.4,59.0,681,4.62,4.68,2.81
28390,2.14,Ideal,I,SI2,60.7,57.0,14138,8.34,8.4,5.08
28391,1.01,Good,E,SI2,63.7,58.0,4666,6.32,6.36,4.04
28392,1.0,Fair,F,SI2,65.1,55.0,3265,6.26,6.23,4.07
28393,1.11,Ideal,I,SI2,61.9,57.0,4377,6.62,6.66,4.11
28394,0.7,Ideal,J,VS2,62.4,55.0,1874,5.68,5.7,3.55
28395,0.7,Ideal,F,SI1,62.6,56.0,2200,5.69,5.66,3.55
28396,0.66,Ideal,F,VVS2,61.2,57.0,2732,5.63,5.58,3.43
28397,0.55,Ideal,G,VVS2,61.2,55.8,2064,5.27,5.33,3.24
28398,1.62,Ideal,I,VS2,62.1,55.0,10501,7.53,7.58,4.69
28399,0.56,Ideal,D,VS2,60.9,56.0,1963,5.31,5.36,3.25
28400,0.52,Ideal,E,SI1,63.0,54.0,1429,5.15,5.11,3.23
28401,1.09,Premium,G,VS2,62.1,57.0,5098,6.6,6.55,4.08
28402,2.01,Good,G,SI1,60.3,60.0,18625,8.07,8.18,4.9
28403,0.35,Ideal,D,SI1,62.3,55.0,644,4.51,4.54,2.82
28404,0.31,Very Good,G,VVS1,63.4,57.0,1046,4.36,4.32,2.75
28405,1.12,Premium,H,SI1,62.0,56.0,5291,6.68,6.61,4.12
28406,0.23,Very Good,E,VVS2,59.3,60.0,505,4.0,4.1,2.4
28407,1.54,Good,I,VS1,63.6,60.0,10164,7.3,7.33,4.65
28408,0.23,Ideal,F,VVS2,62.5,55.0,511,3.94,3.96,2.47
28409,1.0,Ideal,F,SI1,61.5,57.0,5197,6.41,6.46,3.96
28410,0.23,Very Good,F,VS2,61.6,59.0,402,3.96,4.0,2.45
28411,1.55,Premium,H,VS2,61.7,59.0,11428,7.44,7.4,4.58
28412,1.51,Very Good,G,VS2,63.3,60.0,12872,7.28,7.2,4.58
28413,0.7,Very Good,G,VS1,62.3,58.0,2631,5.63,5.67,3.52
28414,0.3,Ideal,D,VS1,61.2,59.0,742,4.29,4.31,2.63
28415,1.17,Ideal,I,SI2,61.8,54.0,4999,6.78,6.82,4.2
28416,1.07,Ideal,G,IF,61.5,57.0,9361,6.54,6.59,4.04
28417,0.9,Premium,E,SI2,59.5,61.0,3084,6.3,6.24,3.73
28418,0.33,Ideal,I,SI1,61.3,56.0,463,4.44,4.47,2.73
28419,1.09,Premium,H,VS2,62.3,57.0,5993,6.63,6.53,4.1
28420,1.54,Premium,H,I1,62.0,60.0,4980,7.32,7.4,4.56
28421,0.7,Ideal,G,VS1,61.1,56.0,3017,5.72,5.74,3.5
28422,1.0,Very Good,F,VS2,62.9,59.0,6183,6.4,6.47,4.02
28423,0.7,Ideal,F,VS1,61.7,55.0,3154,5.72,5.76,3.54
28424,1.12,Ideal,G,VVS2,61.5,57.0,10305,6.65,6.67,4.1
28425,1.71,Ideal,J,VVS2,61.6,59.0,10945,7.65,7.68,4.72
28426,1.41,Good,E,VVS2,59.9,61.0,14853,7.21,7.37,4.37
28427,1.0,Premium,E,SI2,60.4,62.0,4014,6.52,6.42,3.91
28428,0.51,Ideal,F,VS2,60.6,56.0,1687,5.19,5.17,3.14
28429,0.82,Premium,F,SI2,60.3,57.0,2723,6.07,6.03,3.65
28430,1.52,Ideal,F,VS2,62.8,55.0,14038,7.37,7.28,4.6
28431,1.01,Ideal,H,SI1,62.2,57.0,4836,6.43,6.37,3.98
28432,0.51,Ideal,D,VS2,61.9,56.0,1882,5.14,5.11,3.17
28433,0.4,Premium,D,VVS2,60.8,59.0,1263,4.76,4.81,2.91
28434,0.32,Ideal,H,SI1,60.6,57.0,576,4.44,4.4,2.68
28435,1.31,Premium,D,VVS1,62.8,55.0,17496,7.01,6.95,4.38
28436,0.4,Ideal,F,VS2,62.6,54.0,843,4.73,4.78,2.98
28437,0.9,Premium,E,SI1,62.4,57.0,3609,6.19,6.14,3.85
28438,0.74,Premium,F,SI1,61.2,59.0,2744,5.88,5.82,3.58
28439,1.03,Good,E,SI2,63.8,62.0,4250,6.3,6.37,4.04
28440,0.32,Ideal,H,VVS1,62.0,55.0,708,4.42,4.45,2.75
28441,0.3,Premium,D,VS2,61.1,59.0,710,4.26,4.31,2.62
28442,1.44,Good,G,VS1,63.6,58.0,9677,7.01,6.96,4.44
28443,0.57,Very Good,E,VS1,62.9,56.0,1942,5.31,5.35,3.35
28444,0.3,Ideal,F,VVS1,61.7,56.0,857,4.33,4.35,2.68
28445,1.8,Good,F,SI2,57.9,58.0,12308,8.13,8.08,4.69
28446,0.5,Ideal,D,VVS2,60.4,54.0,2211,5.23,5.17,3.14
28447,0.32,Very Good,G,VS2,61.9,56.0,576,4.36,4.39,2.71
28448,1.03,Ideal,H,SI1,61.7,57.0,5418,6.47,6.53,4.01
28449,0.4,Ideal,E,VS2,62.6,57.0,1038,4.7,4.68,2.93
28450,0.4,Ideal,F,IF,61.8,55.0,1261,4.74,4.8,2.95
28451,0.31,Ideal,F,VS2,61.6,55.0,625,4.36,4.37,2.69
28452,0.5,Ideal,H,SI1,62.5,57.0,1140,5.06,5.08,3.17
28453,0.5,Ideal,F,VS2,61.1,58.0,1565,5.1,5.13,3.13
28454,0.37,Premium,F,VS2,60.6,58.0,957,4.67,4.63,2.82
28455,0.7,Premium,I,VVS1,59.1,60.0,2536,5.8,5.77,3.42
28456,1.25,Premium,J,VS2,62.2,59.0,5299,6.86,6.88,4.27
28457,0.3,Ideal,G,IF,60.9,57.0,895,4.29,4.32,2.62
28458,0.43,Premium,G,SI1,62.6,59.0,929,4.82,4.8,3.01
28459,0.41,Ideal,D,VVS2,62.5,57.0,1181,4.75,4.72,2.96
28460,0.34,Ideal,D,I1,62.5,57.0,413,4.47,4.49,2.8
28461,1.09,Premium,G,SI1,62.5,59.0,4322,6.56,6.53,4.09
28462,1.02,Ideal,G,SI1,60.6,57.0,5367,6.49,6.52,3.94
28463,1.71,Premium,H,VVS2,61.4,59.0,14731,7.67,7.77,4.74
28464,0.3,Very Good,F,SI1,62.9,57.0,500,4.25,4.27,2.68
28465,1.5,Ideal,G,VS2,61.4,59.0,13428,7.37,7.32,4.5
28466,1.2,Very Good,I,SI1,62.6,58.2,5280,6.71,6.74,4.21
28467,1.01,Very Good,D,SI1,61.6,59.0,5815,6.42,6.47,3.97
28468,0.58,Ideal,F,VVS1,61.7,56.0,2772,5.33,5.37,3.3
28469,0.66,Ideal,F,VS2,62.4,54.0,2648,5.55,5.61,3.48
28470,1.02,Ideal,H,VVS2,62.0,56.0,6613,6.42,6.45,3.99
28471,0.3,Premium,E,VS2,62.5,59.0,658,4.27,4.3,2.68
28472,1.0,Premium,D,SI2,60.9,59.0,5286,6.46,6.41,3.92
28473,0.7,Ideal,H,SI1,61.8,53.0,2499,5.71,5.74,3.54
28474,0.32,Ideal,E,VS1,61.5,56.0,758,4.38,4.4,2.7
28475,0.73,Premium,E,SI2,61.8,58.0,2278,5.76,5.71,3.54
28476,0.31,Very Good,G,VS2,63.4,59.0,698,4.32,4.29,2.73
28477,0.73,Ideal,E,VS1,62.3,56.0,3311,5.8,5.75,3.6
28478,0.4,Ideal,I,VS1,61.9,55.0,919,4.74,4.77,2.94
28479,0.9,Premium,D,SI1,59.4,62.0,4304,6.24,6.19,3.69
28480,1.61,Ideal,G,SI1,62.4,55.0,11859,7.51,7.48,4.68
28481,0.54,Ideal,H,SI2,61.2,56.0,1208,5.27,5.24,3.21
28482,0.3,Ideal,F,VS2,60.9,56.0,573,4.35,4.39,2.66
28483,0.71,Ideal,G,VS1,60.7,57.0,3431,5.76,5.8,3.51
28484,0.33,Very Good,G,VS2,61.5,59.4,623,4.45,4.49,2.75
28485,1.51,Ideal,D,SI1,61.9,56.0,13588,7.35,7.41,4.57
28486,0.41,Very Good,E,SI2,61.3,57.0,683,4.79,4.83,2.95
28487,1.01,Premium,G,VS2,62.1,59.0,5864,6.43,6.38,3.98
28488,0.51,Very Good,H,VS1,62.3,57.0,1628,5.1,5.12,3.18
28489,0.58,Ideal,E,VS2,61.9,56.0,1884,5.35,5.38,3.32
28490,0.31,Ideal,I,SI1,61.4,56.0,430,4.35,4.38,2.68
28491,0.31,Ideal,F,VVS1,62.0,55.0,840,4.34,4.37,2.7
28492,0.59,Ideal,D,SI1,61.0,57.0,1912,5.46,5.43,3.32
28493,1.7,Premium,G,VS2,60.9,60.0,16123,7.71,7.68,4.69
28494,1.24,Ideal,I,SI1,60.6,59.0,6381,6.97,7.03,4.24
28495,1.55,Premium,H,VS2,60.4,60.0,11149,7.44,7.39,4.48
28496,0.79,Ideal,F,SI1,61.2,56.0,3169,5.96,6.01,3.66
28497,0.51,Very Good,E,VS1,64.4,55.0,1634,5.03,5.07,3.25
28498,0.32,Premium,H,VVS1,62.9,58.0,936,4.37,4.34,2.74
28499,0.44,Premium,G,SI1,61.9,59.0,772,4.82,4.87,3.0
28500,1.39,Premium,F,SI1,62.4,59.0,8925,7.14,7.09,4.44
28501,0.41,Ideal,F,VS2,61.9,56.0,863,4.74,4.76,2.94
28502,1.26,Premium,G,VS2,60.1,61.0,8113,7.04,6.97,4.21
28503,0.71,Very Good,F,VS1,60.0,57.0,2807,5.84,5.9,3.52
28504,1.02,Fair,F,SI1,65.1,56.0,4462,6.29,6.25,4.08
28505,0.31,Very Good,E,VS1,61.9,56.0,636,4.32,4.37,2.69
28506,0.7,Premium,H,VS2,60.8,58.0,2218,5.71,5.68,3.46
28507,1.31,Ideal,I,VS1,61.8,55.0,8611,7.03,7.05,4.35
28508,0.93,Premium,J,VS1,60.3,58.0,3062,6.37,6.31,3.82
28509,0.25,Very Good,F,VS1,62.1,58.0,436,4.0,4.05,2.5
28510,0.66,Good,G,VS2,58.1,59.9,2101,5.68,5.72,3.31
28511,0.31,Ideal,E,VS1,61.6,57.0,734,4.32,4.35,2.67
28512,1.2,Very Good,F,VS1,61.6,61.0,9203,6.81,6.86,4.21
28513,0.42,Ideal,E,VVS1,61.6,56.0,1400,4.81,4.84,2.97
28514,0.34,Very Good,F,SI2,61.7,61.0,447,4.44,4.48,2.75
28515,0.38,Ideal,E,VS1,61.6,56.0,1000,4.62,4.66,2.86
28516,1.0,Ideal,I,SI2,62.5,56.0,3276,6.38,6.35,3.98
28517,0.3,Ideal,D,VS2,61.8,55.0,911,4.34,4.3,2.67
28518,0.42,Ideal,I,VVS1,62.7,55.0,945,4.8,4.77,3.0
28519,0.54,Very Good,D,VS2,61.7,58.0,1892,5.16,5.24,3.21
28520,0.42,Very Good,G,SI1,62.9,54.0,737,4.79,4.81,3.02
28521,0.37,Ideal,E,VS2,62.0,57.0,811,4.6,4.63,2.86
28522,0.7,Very Good,E,SI1,63.5,59.0,2838,5.53,5.49,3.5
28523,1.04,Ideal,H,VVS2,62.2,55.0,6619,6.48,6.52,4.04
28524,0.54,Premium,D,VS2,60.9,58.0,1892,5.27,5.31,3.22
28525,0.4,Premium,D,SI1,63.0,57.0,924,4.7,4.66,2.95
28526,1.01,Premium,H,SI2,60.3,60.0,4638,6.49,6.47,3.91
28527,1.44,Very Good,E,I1,61.1,62.0,5068,7.15,7.23,4.39
28528,0.28,Very Good,G,VVS2,62.5,53.0,522,4.18,4.21,2.62
28529,1.52,Ideal,G,SI1,60.7,57.0,9704,7.41,7.38,4.49
28530,0.93,Premium,F,SI1,62.3,58.0,4297,6.22,6.18,3.86
28531,1.01,Very Good,I,SI1,63.4,62.0,4072,6.25,6.18,3.94
28532,0.5,Very Good,E,VS2,63.2,56.0,1629,5.06,5.03,3.19
28533,0.67,Good,F,VS2,58.7,61.5,2309,5.67,5.79,3.37
28534,0.7,Ideal,G,VS2,61.5,57.0,3253,5.7,5.74,3.52
28535,1.51,Good,E,SI2,63.2,56.0,9833,7.26,7.32,4.61
28536,1.03,Premium,I,SI1,61.0,58.0,4038,6.52,6.47,3.96
28537,0.33,Ideal,G,IF,61.6,56.0,984,4.45,4.48,2.75
28538,0.82,Good,H,VS2,62.4,54.0,2947,5.97,6.04,3.75
28539,1.54,Very Good,G,SI1,61.3,59.0,10036,7.38,7.41,4.53
28540,1.55,Ideal,J,SI1,61.7,54.0,7987,7.47,7.5,4.62
28541,0.34,Ideal,E,VS2,62.2,55.0,956,4.49,4.48,2.79
28542,1.01,Premium,H,I1,58.4,60.0,2206,6.53,6.48,3.8
28543,0.31,Good,H,VS2,63.2,57.0,489,4.32,4.35,2.74
28544,0.53,Ideal,G,SI1,62.4,55.0,1329,5.21,5.18,3.24
28545,0.5,Premium,E,SI2,61.3,56.0,1240,5.13,5.08,3.13
28546,0.41,Premium,G,VS1,62.5,59.0,899,4.73,4.77,2.97
28547,0.71,Good,D,SI2,64.3,56.0,2215,5.64,5.59,3.61
28548,1.1,Premium,H,SI1,60.7,59.0,5476,6.72,6.7,4.07
28549,0.56,Ideal,H,SI2,60.7,56.0,1571,5.34,5.37,3.25
28550,0.23,Very Good,D,VVS1,61.3,61.0,492,3.94,3.99,2.43
28551,1.01,Good,E,VS2,56.7,61.0,6606,6.71,6.66,3.79
28552,0.53,Ideal,G,SI2,62.4,56.0,1093,5.18,5.14,3.22
28553,2.21,Premium,H,SI2,62.9,60.0,13369,8.27,8.23,5.19
28554,0.3,Very Good,I,IF,63.3,56.0,810,4.26,4.21,2.68
28555,0.55,Ideal,F,VS2,61.1,57.0,1819,5.3,5.27,3.23
28556,0.59,Very Good,H,VVS2,61.1,57.0,1771,5.39,5.48,3.32
28557,1.01,Fair,F,SI1,67.2,60.0,4276,6.06,6.0,4.05
28558,0.41,Very Good,H,SI2,61.5,59.0,593,4.8,4.82,2.96
28559,1.02,Premium,D,VS2,59.8,61.0,6909,6.61,6.54,3.93
28560,1.31,Very Good,H,VS2,60.4,58.0,8261,7.04,7.09,4.27
28561,0.5,Ideal,G,VVS1,62.2,56.0,1966,5.1,5.12,3.18
28562,0.72,Very Good,G,SI2,63.4,57.0,2001,5.67,5.71,3.61
28563,0.31,Ideal,E,VS2,61.3,56.0,872,4.37,4.34,2.67
28564,0.75,Premium,G,SI1,59.1,59.0,2622,5.98,5.9,3.51
28565,1.58,Ideal,I,VVS1,61.9,55.0,11435,7.47,7.51,4.64
28566,0.34,Ideal,D,VS2,61.0,56.0,967,4.51,4.54,2.76
28567,0.57,Very Good,G,I1,59.5,56.9,929,5.42,5.46,3.24
28568,0.72,Premium,J,SI1,62.0,58.0,1879,5.77,5.74,3.57
28569,0.51,Premium,F,VS2,62.1,58.0,1687,5.12,5.09,3.17
28570,0.6,Ideal,F,VVS2,61.8,57.0,2298,5.36,5.42,3.33
28571,0.34,Ideal,D,SI1,62.0,56.0,626,4.47,4.5,2.78
28572,2.01,Premium,I,VS2,60.3,62.0,15939,8.13,8.08,4.89
28573,0.36,Premium,G,VS1,59.7,59.0,726,4.61,4.64,2.76
28574,0.79,Premium,E,VVS1,62.8,60.0,4490,5.89,5.8,3.67
28575,0.29,Ideal,D,VS1,61.7,57.0,647,4.26,4.23,2.62
28576,0.31,Good,D,SI2,63.6,54.0,462,4.31,4.34,2.75
28577,0.3,Good,H,VS1,63.9,55.0,675,4.28,4.26,2.73
28578,0.6,Ideal,F,SI1,61.5,55.0,1580,5.49,5.44,3.36
28579,0.31,Very Good,D,SI1,63.5,57.0,732,4.32,4.28,2.73
28580,0.41,Very Good,F,SI1,63.4,57.0,904,4.74,4.73,3.0
28581,0.31,Ideal,F,VS2,62.6,57.0,802,4.33,4.29,2.7
28582,0.41,Ideal,E,VVS1,61.7,56.0,1367,4.78,4.82,2.96
28583,1.05,Premium,G,VVS2,59.5,61.0,8702,6.69,6.63,3.96
28584,1.5,Very Good,D,SI1,61.0,59.0,12179,7.33,7.39,4.49
28585,0.31,Premium,H,VS1,59.9,59.0,544,4.38,4.4,2.63
28586,0.31,Ideal,D,VVS2,60.1,56.0,777,4.43,4.46,2.67
28587,0.33,Premium,G,VS1,61.6,58.0,854,4.44,4.39,2.72
28588,0.31,Ideal,E,VS2,61.8,55.0,680,4.37,4.4,2.71
28589,0.8,Good,F,SI1,63.8,59.0,2890,5.87,5.83,3.73
28590,0.71,Good,F,SI2,63.6,60.0,2072,5.64,5.61,3.58
28591,0.3,Premium,D,VS2,60.6,58.0,911,4.36,4.32,2.63
28592,1.5,Ideal,I,VVS2,60.7,60.0,10931,7.35,7.4,4.48
28593,0.3,Very Good,F,VVS2,64.2,56.0,613,4.22,4.26,2.72
28594,0.32,Ideal,E,VS1,61.7,56.0,758,4.39,4.42,2.72
28595,0.5,Very Good,F,SI1,63.2,57.0,1220,5.03,5.06,3.19
28596,2.06,Ideal,I,SI2,61.4,57.0,10728,8.22,8.18,5.03
28597,1.13,Ideal,G,VS2,62.7,57.0,6644,6.68,6.65,4.18
28598,0.7,Premium,H,SI1,62.2,57.0,2268,5.74,5.71,3.56
28599,0.51,Ideal,D,VS2,61.1,56.0,1986,5.16,5.2,3.17
28600,0.4,Very Good,D,VS2,63.5,55.0,952,4.69,4.66,2.97
28601,0.32,Very Good,H,VS2,62.8,55.0,505,4.38,4.41,2.76
28602,0.3,Ideal,G,VS2,62.2,57.0,526,4.26,4.32,2.67
28603,1.01,Premium,G,SI1,63.0,60.0,4118,6.34,6.3,3.98
28604,0.38,Very Good,D,VS2,63.1,55.0,1005,4.6,4.59,2.9
28605,0.32,Ideal,F,IF,61.8,56.0,1204,4.4,4.44,2.73
28606,0.43,Premium,H,VS1,60.0,59.0,1113,4.98,4.86,2.95
28607,0.87,Very Good,H,SI2,61.0,56.0,2993,6.15,6.19,3.77
28608,1.05,Very Good,H,VS2,59.0,59.0,5370,6.68,6.71,3.95
28609,1.01,Ideal,J,SI2,61.4,56.0,3997,6.44,6.47,3.97
28610,0.3,Good,D,SI1,63.2,56.0,552,4.24,4.27,2.69
28611,0.6,Very Good,J,VS2,60.0,59.4,1262,5.47,5.51,3.29
28612,0.52,Ideal,D,VS2,61.8,57.0,1822,5.16,5.2,3.2
28613,0.75,Very Good,E,SI2,60.2,57.0,2719,5.89,5.94,3.56
28614,0.71,Premium,E,SI2,62.6,58.0,2450,5.7,5.67,3.56
28615,0.33,Ideal,G,VVS1,60.8,56.0,1114,4.46,4.42,2.7
28616,0.52,Ideal,E,VS2,61.3,55.0,1767,5.22,5.19,3.19
28617,0.7,Fair,D,SI1,66.0,56.0,2093,5.45,5.52,3.62
28618,1.01,Ideal,E,SI2,60.9,57.0,4479,6.47,6.51,3.95
28619,0.7,Very Good,F,VVS2,62.5,58.0,3247,5.63,5.67,3.53
28620,0.3,Premium,E,VVS2,61.8,58.0,789,4.26,4.29,2.64
28621,0.9,Premium,E,SI1,59.0,59.0,3508,6.34,6.3,3.73
28622,0.54,Very Good,F,VVS1,59.7,56.0,2356,5.33,5.35,3.19
28623,0.52,Ideal,D,VS1,62.1,57.0,1914,5.13,5.2,3.21
28624,2.16,Premium,J,VVS1,61.5,58.0,17891,8.36,8.26,5.11
28625,1.59,Premium,H,VVS2,63.0,58.0,12409,7.48,7.43,4.7
28626,1.18,Ideal,G,SI2,60.5,55.0,5452,6.9,6.85,4.16
28627,0.59,Ideal,D,SI2,62.4,58.0,1419,5.35,5.39,3.35
28628,0.34,Premium,F,VS2,62.9,58.0,880,4.46,4.44,2.8
28629,0.4,Ideal,F,SI1,62.9,57.0,945,4.7,4.68,2.95
28630,0.26,Very Good,E,VS2,59.2,58.0,453,4.18,4.2,2.48
28631,0.28,Very Good,E,VS1,59.5,59.0,487,4.29,4.35,2.57
28632,0.3,Ideal,E,VS1,60.0,56.0,663,4.39,4.41,2.64
28633,0.6,Ideal,F,VVS2,60.9,57.0,2698,5.45,5.48,3.33
28634,0.41,Ideal,F,VS1,60.8,57.0,1007,4.77,4.8,2.91
28635,2.02,Very Good,J,SI2,63.5,57.0,11475,7.94,8.02,5.07
28636,0.51,Premium,F,VS1,61.4,58.0,1836,5.18,5.15,3.17
28637,0.8,Premium,E,SI1,61.2,60.0,2912,5.97,5.95,3.65
28638,0.3,Ideal,D,VS1,61.0,58.0,601,4.3,4.36,2.64
28639,0.5,Very Good,G,SI1,62.4,52.0,1153,5.1,5.15,3.2
28640,1.0,Very Good,I,SI2,58.3,63.0,3360,6.53,6.5,3.8
28641,1.0,Very Good,I,VS2,61.9,59.0,5020,6.35,6.38,3.94
28642,1.51,Good,J,VS2,64.0,58.0,7062,7.27,7.24,4.64
28643,0.29,Very Good,D,SI1,59.8,55.0,737,4.3,4.35,2.58
28644,1.7,Premium,I,VS2,61.7,59.0,11257,7.63,7.68,4.72
28645,1.03,Ideal,F,SI1,62.0,56.0,5974,6.47,6.5,4.02
28646,1.12,Very Good,G,SI1,61.1,59.0,5361,6.69,6.73,4.1
28647,1.08,Ideal,H,VS2,62.1,56.0,5839,6.59,6.56,4.08
28648,1.21,Premium,G,VVS2,59.6,60.0,9370,6.89,6.91,4.11
28649,1.03,Very Good,H,SI2,62.8,59.0,4964,6.41,6.46,4.04
28650,0.3,Good,H,VVS2,63.1,60.0,605,4.24,4.28,2.69
28651,1.58,Premium,G,VS2,62.6,59.0,13014,7.44,7.47,4.67
28652,0.62,Ideal,I,SI2,62.5,55.0,1161,5.45,5.49,3.42
28653,0.37,Premium,E,VS2,61.0,59.0,811,4.59,4.63,2.81
28654,0.63,Very Good,G,VVS2,62.3,55.0,2481,5.5,5.54,3.44
28655,0.61,Premium,H,VS2,62.8,59.0,1719,5.44,5.3,3.37
28656,0.7,Good,G,VVS1,59.9,61.0,2899,5.75,5.81,3.46
28657,0.41,Ideal,D,VS1,61.1,56.0,1427,4.8,4.83,2.94
28658,1.09,Ideal,J,VS2,62.0,54.0,4361,6.64,6.61,4.11
28659,0.3,Good,E,VS2,63.4,56.0,614,4.26,4.29,2.71
28660,1.09,Ideal,I,SI1,59.4,61.0,4692,6.68,6.73,3.98
28661,0.37,Ideal,F,VS1,61.1,57.0,811,4.61,4.65,2.83
28662,0.28,Ideal,G,SI1,60.7,56.0,430,4.25,4.28,2.59
28663,0.36,Very Good,F,SI1,61.9,59.0,600,4.51,4.54,2.8
28664,2.05,Ideal,J,VS2,61.7,54.9,14111,8.16,8.24,5.05
28665,0.55,Very Good,E,VVS2,59.9,58.0,2656,5.29,5.33,3.18
28666,1.04,Premium,H,VVS2,59.1,60.0,6278,6.66,6.6,3.92
