,carat,cut,color,clarity,depth,table,price,x,y,z
1475,2.18,Very Good,I,SI2,63.3,58.0,12220,8.22,8.18,5.19
1476,1.08,Premium,E,SI2,60.2,58.0,4742,6.68,6.61,4.0
1477,1.05,Ideal,F,VVS1,61.6,55.0,10872,6.57,6.53,4.04
1478,0.7,Premium,E,VS2,63.0,60.0,2818,5.64,5.6,3.54
1479,1.02,Ideal,F,VVS2,60.9,56.0,9870,6.54,6.49,3.97
1480,0.32,Premium,H,SI2,61.8,55.0,517,4.42,4.35,2.71
1481,1.13,Premium,H,SI1,60.9,59.0,5050,6.79,6.7,4.11
1482,1.24,Very Good,H,VS1,62.6,54.0,7092,6.84,6.88,4.29
1483,0.54,Ideal,G,VVS2,61.5,54.0,1985,5.24,5.26,3.23
1484,1.3,Good,J,VS2,63.6,59.0,5175,6.87,6.9,4.38
1485,0.31,Premium,E,VS2,60.5,60.0,872,4.36,4.34,2.63
1486,1.09,Ideal,F,VVS2,62.0,56.0,10196,6.63,6.6,4.1
1487,0.9,Good,F,VS1,62.8,57.0,4770,6.04,6.1,3.81
1488,0.33,Ideal,G,VS1,62.1,56.0,666,4.4,4.42,2.74
1489,0.31,Good,G,VS1,63.8,57.0,802,4.33,4.29,2.75
1490,0.42,Very Good,H,VVS2,62.4,55.0,921,4.78,4.81,2.99
1491,0.31,Very Good,H,VVS1,63.1,57.0,907,4.31,4.25,2.7
1492,1.52,Ideal,E,VS2,62.2,57.0,15239,7.34,7.38,4.58
1493,0.74,Fair,D,VVS2,65.4,53.0,4040,5.73,5.71,3.74
1494,0.38,Very Good,J,VS2,60.5,60.0,566,4.64,4.68,2.82
1495,1.01,Very Good,D,SI2,60.8,61.0,4260,6.45,6.5,3.94
1496,0.74,Ideal,F,VS2,62.1,56.0,3171,5.79,5.83,3.61
1497,1.68,Good,E,I1,64.3,60.0,5765,7.44,7.48,4.8
1498,1.01,Very Good,G,SI2,61.8,58.0,3966,6.36,6.39,3.94
1499,1.71,Premium,D,SI2,60.6,60.0,13325,7.76,7.69,4.68
1500,0.82,Ideal,I,VS1,61.3,57.0,3113,6.02,6.07,3.7
1501,0.61,Ideal,E,VS1,62.1,57.0,2324,5.41,5.47,3.38
1502,0.4,Ideal,I,VVS2,61.4,56.0,1240,4.76,4.79,2.93
1503,1.91,Premium,G,SI2,61.9,58.0,9038,7.9,7.84,4.87
1504,0.34,Premium,D,VVS2,60.1,58.0,984,4.53,4.55,2.73
1505,1.57,Ideal,E,VS2,60.5,57.0,17548,7.53,7.57,4.57
1506,0.33,Premium,F,SI1,62.8,58.0,705,4.42,4.4,2.77
1507,0.45,Ideal,G,VVS2,61.8,57.0,1181,4.94,4.9,3.04
1508,1.2,Good,G,VS2,64.0,59.0,6720,6.8,6.63,4.3
1509,0.9,Premium,H,SI1,62.6,58.0,3387,6.12,6.08,3.82
1510,0.93,Very Good,F,I1,61.3,59.0,2374,6.22,6.27,3.83
1511,0.7,Premium,D,VS1,62.5,60.0,3410,5.67,5.62,3.53
1512,0.41,Premium,E,VVS2,60.9,60.0,1187,4.81,4.82,2.93
1513,0.3,Ideal,G,VVS1,61.7,57.0,1013,4.32,4.3,2.66
1514,1.0,Very Good,I,SI2,60.7,59.0,4080,6.4,6.46,3.9
1515,0.34,Premium,F,VS1,60.0,59.0,725,4.59,4.55,2.74
1516,0.56,Ideal,E,SI1,62.7,57.0,1580,5.23,5.27,3.29
1517,1.07,Premium,G,SI2,62.5,59.0,3296,6.5,6.47,4.05
1518,0.23,Very Good,D,VVS1,62.5,58.0,530,3.94,3.96,2.47
1519,0.75,Ideal,E,VS2,61.6,57.0,2940,5.84,5.81,3.59
1520,0.31,Ideal,G,VVS1,62.4,54.0,759,4.31,4.34,2.7
1521,1.21,Ideal,E,VVS2,61.7,57.0,13661,6.8,6.88,4.22
1522,0.34,Ideal,D,VVS2,60.1,57.0,918,4.54,4.58,2.74
1523,1.01,Very Good,E,SI2,63.5,55.0,4363,6.32,6.38,4.03
1524,1.04,Premium,H,SI1,62.6,59.0,4980,6.47,6.43,4.04
1525,0.3,Ideal,G,VS1,60.9,57.0,624,4.34,4.36,2.65
1526,0.32,Ideal,E,VS2,61.9,56.0,702,4.35,4.4,2.71
1527,1.0,Very Good,H,SI2,63.0,61.0,4015,6.31,6.35,3.99
1528,1.01,Ideal,H,VS2,61.9,57.0,5028,6.42,6.48,3.99
1529,0.89,Ideal,D,SI2,60.8,56.0,4192,6.22,6.25,3.79
1530,0.5,Very Good,F,VS2,63.0,57.0,1272,5.02,5.1,3.19
1531,0.53,Ideal,E,VS2,62.4,56.0,1813,5.2,5.16,3.23
1532,1.01,Premium,I,SI1,62.3,58.0,4355,6.44,6.4,4.0
1533,0.77,Premium,I,SI1,60.4,58.0,2089,5.96,5.99,3.61
1534,1.2,Very Good,G,SI1,62.8,60.0,6526,6.71,6.79,4.24
1535,0.28,Ideal,F,VVS2,61.1,57.0,642,4.22,4.26,2.59
1536,1.26,Very Good,H,VS2,63.1,58.0,5849,6.91,6.81,4.34
1537,0.51,Ideal,G,VS1,62.7,54.0,1781,5.1,5.08,3.19
1538,0.91,Premium,H,VS2,61.8,60.0,4313,6.18,6.22,3.83
1539,1.51,Premium,E,VS2,60.7,60.0,14709,7.37,7.46,4.5
1540,1.01,Premium,G,VS1,62.3,59.0,6618,6.42,6.38,3.99
1541,0.32,Premium,J,VS1,60.6,59.0,540,4.46,4.42,2.69
1542,0.74,Very Good,F,SI1,59.8,58.0,2583,5.89,5.94,3.54
1543,0.39,Ideal,E,VVS1,60.8,58.0,1183,4.72,4.76,2.88
1544,0.3,Good,H,SI1,63.1,56.0,432,4.27,4.29,2.7
1545,1.5,Premium,D,SI2,58.9,60.0,8518,7.48,7.45,4.4
1546,0.42,Ideal,E,VVS2,61.8,56.0,1216,4.78,4.8,2.96
1547,1.28,Premium,I,SI1,62.6,55.0,6093,6.97,6.93,4.35
1548,1.0,Premium,J,VVS2,59.6,61.0,3864,6.4,6.36,3.8
1549,1.54,Premium,G,VS2,63.0,59.0,11815,7.36,7.3,4.62
1550,0.37,Ideal,F,VS1,61.7,56.0,1041,4.63,4.61,2.85
1551,1.61,Premium,H,VS1,62.5,58.0,12242,7.57,7.46,4.7
1552,0.7,Very Good,D,VS1,62.9,60.0,3054,5.62,5.67,3.55
1553,0.37,Premium,E,VVS2,59.6,60.0,971,4.75,4.68,2.81
1554,1.65,Premium,G,SI2,62.2,58.0,9970,7.62,7.55,4.72
1555,0.41,Ideal,F,SI1,61.4,57.0,753,4.76,4.79,2.93
1556,0.33,Premium,D,SI1,60.0,59.0,780,4.5,4.47,2.69
1557,0.32,Ideal,E,IF,62.6,55.0,1095,4.38,4.41,2.75
1558,0.53,Ideal,G,VS1,62.4,54.0,1659,5.18,5.21,3.24
1559,0.36,Premium,F,SI1,61.1,59.0,770,4.62,4.58,2.81
1560,0.4,Ideal,D,SI1,62.5,55.0,741,4.71,4.73,2.95
1561,0.7,Good,H,VS2,64.2,58.0,2330,5.58,5.61,3.59
1562,0.5,Premium,E,SI1,59.3,59.0,1410,5.19,5.24,3.09
1563,0.31,Ideal,H,IF,60.0,57.0,816,4.39,4.41,2.64
1564,0.7,Premium,J,IF,60.5,59.0,2264,5.73,5.67,3.45
1565,1.7,Good,E,VS2,64.1,60.0,15385,7.43,7.52,4.79
1566,0.26,Ideal,F,VS1,62.3,56.0,452,4.08,4.1,2.55
1567,0.4,Very Good,G,SI1,63.4,58.0,840,4.71,4.66,2.97
1568,1.7,Good,D,VS2,63.6,56.0,17485,7.56,7.5,4.79
1569,1.5,Ideal,G,SI2,60.5,57.0,10543,7.4,7.43,4.49
1570,1.21,Premium,H,VS2,60.8,62.0,5461,6.82,6.78,4.13
1571,1.0,Good,J,VVS1,63.5,59.0,4633,6.29,6.34,4.01
1572,0.25,Very Good,F,VVS2,62.0,59.0,576,3.99,4.04,2.49
1573,0.58,Ideal,G,VS2,61.9,56.0,1636,5.34,5.38,3.32
1574,0.7,Premium,F,SI2,59.8,56.0,2184,5.78,5.73,3.44
1575,0.51,Ideal,D,VS1,61.7,54.0,1845,5.15,5.12,3.17
1576,0.33,Ideal,I,SI1,61.0,57.0,463,4.45,4.47,2.72
1577,1.2,Ideal,D,VS1,61.0,59.0,11053,6.79,6.85,4.16
1578,0.23,Ideal,F,VVS1,62.7,57.0,530,3.9,3.92,2.45
1579,1.2,Very Good,H,VS1,60.2,57.0,8039,6.88,6.95,4.16
1580,2.01,Good,D,SI2,59.9,65.0,16624,8.0,8.07,4.81
1581,1.51,Good,H,SI1,62.2,61.0,8854,7.25,7.32,4.53
1582,1.5,Very Good,H,SI1,62.0,63.0,7459,7.24,7.19,4.47
1583,1.05,Premium,H,SI1,61.3,58.0,5228,6.52,6.47,3.98
1584,1.24,Premium,G,SI1,60.5,58.0,6562,7.1,7.05,4.13
1585,0.4,Ideal,F,VVS2,61.1,57.0,972,4.73,4.8,2.91
1586,1.0,Good,E,SI2,63.5,54.0,4400,6.35,6.41,4.05
1587,1.07,Very Good,H,VS2,61.5,57.0,5254,6.57,6.63,4.06
1588,0.9,Premium,I,IF,62.6,59.0,4516,6.15,6.12,3.84
1589,0.74,Ideal,J,VVS2,61.7,55.0,2106,5.83,5.87,3.61
1590,0.52,Ideal,G,VVS2,59.8,57.0,2012,5.26,5.24,3.14
1591,0.76,Ideal,D,VS2,61.8,57.0,3306,5.85,5.9,3.63
1592,2.01,Very Good,E,SI2,58.9,60.0,17024,8.2,8.24,4.84
1593,0.7,Very Good,I,SI2,62.5,58.0,1580,5.64,5.72,3.55
1594,0.41,Ideal,G,VVS2,61.1,55.0,1076,4.83,4.8,2.94
1595,0.9,Good,H,SI1,63.8,58.0,3357,6.05,6.12,3.88
1596,0.31,Ideal,H,VVS2,61.2,56.0,596,4.34,4.37,2.66
1597,1.52,Premium,G,VS2,60.9,61.0,12738,7.41,7.38,4.5
1598,1.0,Premium,G,SI2,63.0,56.0,3640,6.37,6.33,4.0
1599,0.73,Very Good,G,SI1,58.8,61.0,2564,5.87,5.93,3.47
1600,0.74,Very Good,J,IF,60.3,58.0,2277,5.82,5.86,3.52
1601,2.01,Premium,I,SI2,62.1,60.0,9658,8.1,8.03,5.01
1602,1.0,Premium,G,VS2,61.5,58.0,5967,6.39,6.36,3.92
1603,1.02,Ideal,G,VVS2,62.1,54.0,8847,6.54,6.51,4.05
1604,0.51,Very Good,I,SI1,63.5,55.0,1068,5.07,5.11,3.23
1605,2.02,Very Good,G,SI2,63.3,57.0,9853,8.03,7.96,5.06
1606,0.5,Fair,E,VS1,55.3,65.0,1890,5.35,5.31,2.95
1607,0.52,Premium,E,VS2,62.5,60.0,1694,5.14,5.1,3.2
1608,0.3,Good,D,SI1,63.1,55.0,552,4.28,4.31,2.71
1609,1.01,Premium,F,SI2,63.0,60.0,3897,6.35,6.28,3.98
1610,0.57,Ideal,I,VVS1,61.7,56.0,1608,5.31,5.35,3.29
1611,0.34,Very Good,E,VS2,62.6,58.0,745,4.43,4.45,2.78
1612,0.7,Ideal,G,VS1,61.7,56.0,2972,5.64,5.71,3.5
1613,0.33,Ideal,E,VS2,61.6,55.0,873,4.46,4.5,2.76
1614,0.6,Ideal,F,VS1,62.9,57.0,2142,5.35,5.31,3.35
1615,0.41,Premium,F,VVS1,62.1,56.0,1356,4.79,4.78,2.97
1616,0.5,Very Good,D,SI2,63.4,59.0,1243,5.03,5.0,3.18
1617,1.01,Very Good,F,SI2,62.7,55.0,4853,6.32,6.4,3.99
1618,0.38,Ideal,E,VVS2,62.2,56.0,1100,4.58,4.65,2.87
1619,0.9,Very Good,E,SI1,63.5,55.0,3508,6.22,6.12,3.92
1620,0.32,Ideal,I,VVS1,61.7,55.0,589,4.39,4.4,2.71
1621,1.03,Very Good,G,VS2,58.8,63.0,6806,6.7,6.61,3.91
1622,0.96,Very Good,F,SI2,59.8,59.0,4218,6.38,6.45,3.84
1623,0.31,Good,E,SI1,63.1,57.0,544,4.3,4.35,2.73
1624,1.01,Ideal,G,VS1,59.1,55.0,7059,6.6,6.53,3.88
1625,0.77,Premium,H,SI1,61.6,60.0,2457,5.91,5.87,3.59
1626,1.01,Premium,F,SI2,61.9,58.0,4676,6.39,6.34,3.94
1627,0.27,Ideal,I,VVS2,61.3,56.0,480,4.15,4.17,2.55
1628,1.21,Very Good,J,VS2,63.0,57.0,4691,6.73,6.77,4.25
1629,0.32,Ideal,E,SI2,61.3,56.0,456,4.42,4.45,2.72
1630,0.7,Ideal,I,SI1,61.6,56.0,2623,5.69,5.71,3.51
1631,0.59,Ideal,F,SI2,61.7,54.0,1195,5.38,5.44,3.34
1632,1.69,Ideal,G,SI1,61.8,53.0,11843,7.68,7.71,4.75
1633,1.04,Very Good,G,VS2,61.8,56.0,6177,6.47,6.5,4.01
1634,1.01,Ideal,H,SI2,61.7,56.0,4129,6.47,6.43,3.98
1635,1.01,Very Good,G,VS2,62.7,61.0,5747,6.32,6.35,3.97
1636,1.2,Premium,G,SI1,62.7,58.0,6451,6.71,6.66,4.19
1637,1.04,Ideal,F,SI2,62.6,57.0,4630,6.48,6.45,4.05
1638,0.33,Premium,E,SI2,59.7,58.0,594,4.53,4.48,2.69
1639,1.01,Premium,H,SI1,60.6,61.0,4320,6.39,6.35,3.86
1640,0.9,Good,I,VVS1,63.9,63.0,3741,6.04,6.07,3.87
1641,0.31,Very Good,F,VVS1,61.8,59.0,830,4.33,4.36,2.69
1642,0.51,Ideal,D,VS2,61.9,55.0,1597,5.15,5.19,3.2
1643,1.51,Very Good,I,SI2,60.0,59.0,7841,7.45,7.52,4.49
1644,0.38,Ideal,D,VVS1,60.3,56.0,1867,4.72,4.74,2.85
1645,1.23,Premium,F,VS1,61.3,60.0,9319,6.9,6.94,4.24
1646,0.31,Ideal,G,VVS1,62.4,56.0,772,4.33,4.36,2.71
1647,1.14,Premium,H,VS2,61.7,60.0,5937,6.74,6.67,4.14
1648,0.3,Good,H,VVS2,63.6,55.0,776,4.28,4.24,2.71
1649,0.42,Premium,G,VS2,59.5,59.0,1087,4.89,4.83,2.89
1650,1.1,Good,H,SI2,57.6,61.0,3696,6.82,6.73,3.9
1651,0.29,Ideal,G,VVS2,61.9,56.0,607,4.24,4.25,2.62
1652,0.39,Ideal,E,SI1,60.6,57.0,677,4.75,4.79,2.89
1653,1.72,Ideal,G,VVS2,62.0,57.0,18431,7.63,7.72,4.76
1654,0.3,Ideal,G,VVS2,61.8,54.0,665,4.33,4.34,2.68
1655,0.42,Ideal,G,VS1,61.8,56.0,984,4.84,4.8,2.98
1656,1.2,Very Good,E,SI2,63.3,55.0,5645,6.77,6.73,4.27
1657,0.46,Very Good,F,VS2,59.9,55.0,1258,5.06,5.08,3.04
1658,1.02,Very Good,G,IF,62.3,59.0,8624,6.36,6.45,3.99
1659,0.75,Ideal,G,VVS2,62.0,56.0,3740,5.79,5.85,3.61
1660,1.27,Ideal,G,VS2,62.0,58.0,8915,6.89,6.95,4.29
1661,0.46,Ideal,E,SI1,62.0,54.0,905,4.97,4.99,3.09
1662,0.42,Premium,F,SI1,61.5,58.0,773,4.8,4.83,2.96
1663,0.96,Very Good,E,VS2,58.7,58.0,5997,6.47,6.51,3.81
1664,0.7,Ideal,H,VS2,61.4,54.0,2184,5.77,5.66,3.51
1665,0.51,Very Good,E,SI1,61.2,61.0,1304,5.13,5.16,3.15
1666,0.93,Premium,D,SI1,60.8,59.0,4448,6.27,6.24,3.8
1667,0.54,Premium,G,VS1,61.1,59.0,1684,5.2,5.24,3.19
1668,0.72,Premium,D,SI1,60.5,57.0,3048,5.89,5.85,3.55
1669,1.01,Premium,D,SI1,61.6,60.0,5543,6.47,6.43,3.97
1670,1.0,Premium,F,VS2,61.9,59.0,6521,6.36,6.41,3.95
1671,0.4,Ideal,I,VVS1,62.3,56.0,854,4.67,4.7,2.92
1672,0.3,Very Good,D,SI2,62.3,58.0,413,4.26,4.28,2.66
1673,0.44,Very Good,H,VVS1,63.1,56.0,1016,4.83,4.87,3.06
1674,2.0,Ideal,H,I1,62.5,57.0,7204,8.05,7.98,5.01
1675,1.25,Very Good,H,VS2,62.1,56.0,7305,6.91,6.96,4.31
1676,2.01,Premium,H,VS2,61.1,61.0,15908,8.14,8.09,4.96
1677,0.26,Very Good,E,VVS2,63.1,59.0,769,4.08,4.04,2.56
1678,0.29,Very Good,D,VVS2,62.3,59.0,664,4.21,4.26,2.64
1679,1.01,Very Good,F,VS2,59.2,59.0,6257,6.49,6.61,3.88
1680,0.7,Premium,G,VS1,61.4,59.0,2512,5.59,5.74,3.51
1681,1.2,Fair,I,I1,66.2,55.0,3011,6.61,6.51,4.34
1682,0.96,Ideal,G,VS1,61.1,56.0,6807,6.34,6.39,3.89
1683,0.55,Ideal,D,VS1,61.5,56.0,2020,5.28,5.26,3.24
1684,1.93,Fair,F,VS1,58.9,62.0,17995,8.17,7.97,4.75
1685,1.0,Very Good,G,SI1,59.3,63.0,4827,6.48,6.44,3.83
1686,0.78,Ideal,D,VS2,62.9,56.0,3736,5.85,5.88,3.69
1687,0.82,Ideal,I,VS1,62.3,57.0,2522,5.98,6.02,3.74
1688,0.38,Premium,I,VS2,61.7,59.0,633,4.6,4.64,2.85
1689,2.17,Ideal,I,SI1,60.4,56.0,17381,8.43,8.36,5.07
1690,0.33,Ideal,G,VVS1,61.5,56.0,868,4.45,4.46,2.74
1691,1.2,Very Good,G,VVS1,61.8,55.0,9968,6.79,6.83,4.21
1692,1.0,Very Good,F,SI2,63.3,60.0,4749,6.32,6.25,3.98
1693,0.32,Very Good,E,SI1,63.2,56.0,720,4.38,4.35,2.76
1694,0.37,Very Good,E,VS1,62.0,56.0,925,4.59,4.63,2.86
1695,0.51,Ideal,G,VVS2,61.2,55.0,1875,5.15,5.18,3.16
1696,1.15,Ideal,H,SI2,62.6,55.0,4572,6.74,6.65,4.19
1697,0.32,Premium,G,VS2,62.1,60.0,720,4.39,4.34,2.71
1698,0.31,Ideal,E,VVS2,61.4,57.0,791,4.37,4.39,2.69
1699,0.71,Fair,J,VS2,64.9,54.0,1435,5.63,5.53,3.62
1700,0.41,Very Good,G,VVS2,59.1,60.0,889,4.84,4.87,2.87
1701,0.75,Very Good,E,VS2,60.4,56.0,3817,5.9,5.96,3.58
1702,2.1,Good,H,SI1,63.7,61.0,12121,8.1,8.07,5.15
1703,1.01,Ideal,E,SI2,62.1,56.0,4355,6.39,6.43,3.98
1704,0.33,Ideal,E,VVS1,61.3,56.0,1130,4.43,4.48,2.73
1705,1.5,Good,I,SI1,64.2,56.0,7207,7.25,7.14,4.62
1706,1.5,Good,G,VS2,58.8,64.0,11508,7.43,7.4,4.36
1707,0.47,Fair,E,VS2,56.3,64.0,1075,5.19,5.14,2.91
1708,0.72,Ideal,F,SI1,61.7,55.0,2470,5.74,5.77,3.55
1709,0.78,Premium,J,SI1,63.0,60.0,1954,5.88,5.82,3.66
1710,0.41,Ideal,G,VS1,62.4,57.0,961,4.75,4.7,2.95
1711,0.33,Ideal,G,IF,61.9,55.0,946,4.44,4.45,2.75
1712,0.53,Good,E,VS2,63.7,55.0,1727,5.15,5.12,3.27
1713,0.4,Premium,G,VVS2,61.1,58.0,982,4.74,4.76,2.9
1714,0.57,Ideal,D,SI1,61.4,55.0,1810,5.35,5.34,3.28
1715,1.04,Very Good,D,SI2,62.9,58.0,5265,6.41,6.47,4.05
1716,1.02,Premium,F,SI2,60.0,60.0,4284,6.57,6.53,3.93
1717,1.01,Ideal,G,VS2,61.9,56.0,6439,6.41,6.45,3.98
1718,0.41,Ideal,G,IF,61.7,56.0,1367,4.77,4.8,2.95
1719,0.55,Very Good,E,VS2,61.0,59.0,1831,5.31,5.34,2.25
1720,1.09,Very Good,E,SI1,62.8,56.0,5771,6.53,6.6,4.12
1721,2.06,Premium,H,SI2,62.6,58.0,12931,8.06,8.03,5.04
1722,1.2,Very Good,H,SI1,58.9,60.0,6019,6.94,7.02,4.11
1723,0.72,Good,E,SI1,63.7,58.0,2361,5.71,5.66,3.62
1724,0.4,Good,E,SI2,63.9,57.0,622,4.65,4.71,2.99
1725,0.3,Ideal,F,SI1,62.3,54.0,500,4.27,4.3,2.67
1726,0.32,Ideal,I,VS1,62.3,56.0,605,4.4,4.37,2.73
1727,0.29,Ideal,G,VVS1,61.5,56.0,673,4.25,4.28,2.62
1728,0.33,Ideal,G,IF,61.0,57.0,925,4.45,4.48,2.72
1729,0.7,Ideal,G,SI1,60.5,57.0,2460,5.74,5.79,3.49
1730,0.3,Premium,G,VS1,61.4,58.0,776,4.35,4.32,2.66
1731,0.33,Very Good,D,SI1,62.8,55.0,608,4.41,4.45,2.78
1732,1.09,Premium,D,SI1,61.6,58.0,5799,6.61,6.57,4.06
1733,0.55,Ideal,F,VVS1,61.9,55.0,2380,5.27,5.3,3.27
1734,1.83,Premium,G,I1,62.0,58.0,6313,7.84,7.8,4.85
1735,0.9,Good,G,SI1,63.8,59.0,3734,6.05,6.08,3.87
1736,0.7,Premium,G,SI1,61.6,61.0,2285,5.7,5.63,3.49
1737,0.35,Ideal,F,VS2,61.4,54.0,906,4.58,4.54,2.8
1738,2.01,Very Good,J,VS2,61.1,59.0,13109,8.04,8.07,4.92
1739,2.38,Premium,J,VS2,62.6,59.0,16273,8.52,8.49,5.32
1740,1.14,Ideal,H,SI1,61.6,57.0,5146,6.68,6.73,4.13
1741,0.7,Ideal,G,VVS1,62.6,57.0,3247,5.65,5.7,3.55
1742,0.5,Premium,E,SI1,63.0,59.0,1415,5.01,4.99,3.15
1743,0.52,Very Good,F,VVS1,62.0,57.0,2314,5.11,5.15,3.18
1744,0.31,Ideal,J,SI1,62.4,53.0,379,4.38,4.4,2.74
1745,1.01,Premium,G,SI1,60.2,60.0,4805,6.45,6.43,3.88
1746,0.32,Very Good,D,VVS1,61.9,54.0,983,4.42,4.46,2.75
1747,0.34,Fair,E,VVS1,54.0,56.0,1012,4.8,4.76,2.58
1748,1.01,Premium,F,VS2,61.7,58.0,6533,6.48,6.42,3.98
1749,1.25,Good,I,SI2,60.5,64.0,3465,6.91,6.82,4.15
1750,0.32,Very Good,F,VS1,60.0,62.0,798,4.44,4.49,2.68
1751,0.8,Premium,F,SI1,62.7,58.0,2901,5.91,5.93,3.71
1752,0.53,Ideal,E,VS2,61.4,55.0,1707,5.19,5.24,3.2
1753,1.01,Very Good,G,VS2,59.9,60.0,5759,6.46,6.52,3.89
1754,0.36,Ideal,F,VS1,61.3,54.0,803,4.63,4.65,2.84
1755,0.7,Ideal,D,VS1,62.6,58.0,3287,5.64,5.67,3.54
1756,0.71,Premium,I,VS2,60.4,60.0,2300,5.8,5.72,3.48
1757,0.75,Very Good,E,SI1,62.4,57.0,2517,5.79,5.85,3.63
1758,0.7,Very Good,F,VS1,59.9,60.0,2810,5.77,5.84,3.48
1759,0.91,Ideal,F,SI2,60.9,57.0,3588,6.27,6.3,3.83
1760,0.51,Ideal,G,VS2,62.3,54.0,1660,5.17,5.12,3.21
1761,1.3,Premium,F,VS2,60.4,59.0,10090,7.12,7.06,4.28
1762,1.01,Good,H,SI1,62.9,57.0,4496,6.27,6.36,3.97
1763,0.35,Good,E,VS2,57.8,60.0,711,4.64,4.67,2.69
1764,2.32,Premium,I,SI1,61.2,58.0,18026,8.57,8.52,5.23
1765,0.42,Ideal,F,VVS1,61.4,56.0,1656,4.83,4.85,2.97
1766,0.41,Ideal,F,IF,62.2,54.0,1151,4.76,4.79,2.97
1767,2.45,Ideal,J,VS2,60.4,56.0,18113,8.72,8.81,5.3
1768,1.0,Premium,E,VS1,60.4,59.0,7744,6.51,6.54,3.94
1769,1.05,Premium,E,SI1,61.2,58.0,5433,6.57,6.53,4.01
1770,1.01,Very Good,F,VVS2,61.8,58.0,8922,6.44,6.48,3.99
1771,0.59,Ideal,G,VVS1,61.5,57.0,2166,5.4,5.46,3.34
1772,0.41,Ideal,H,VS1,61.8,56.0,1061,4.81,4.77,2.96
1773,0.31,Premium,J,SI1,58.1,62.0,453,4.47,4.44,2.59
1774,1.0,Fair,J,SI1,64.9,58.0,3427,6.29,6.23,4.06
1775,1.52,Premium,J,VS1,61.2,59.0,8216,7.36,7.39,4.51
1776,1.0,Very Good,H,SI2,63.1,58.0,3975,6.29,6.36,3.99
1777,1.0,Very Good,F,SI1,63.1,59.0,4234,6.29,6.22,3.95
1778,0.51,Ideal,D,VS1,60.7,57.0,1826,5.18,5.23,3.16
1779,0.6,Very Good,E,SI1,63.2,56.0,1836,5.38,5.32,3.38
1780,0.52,Ideal,F,VVS2,60.8,55.0,2359,5.21,5.25,3.19
1781,1.09,Ideal,H,SI1,61.9,56.0,4871,6.64,6.61,4.1
1782,0.55,Good,E,SI1,63.1,58.0,1406,5.2,5.23,3.29
1783,1.52,Premium,E,VS2,61.8,59.0,14577,7.38,7.31,4.54
1784,0.53,Very Good,J,SI1,61.5,56.0,1044,5.18,5.21,3.19
1785,0.96,Fair,J,SI1,67.3,56.0,2517,6.06,6.01,4.06
1786,2.04,Premium,J,VS2,61.4,59.0,13477,8.04,8.14,4.97
1787,0.33,Ideal,G,VVS2,61.7,55.0,730,4.46,4.49,2.76
1788,0.51,Ideal,G,VVS2,61.1,56.0,1974,5.19,5.15,3.16
1789,0.38,Ideal,G,VS1,62.0,55.0,882,4.64,4.68,2.89
1790,0.9,Fair,G,I1,65.1,58.0,1939,6.05,5.99,3.92
1791,0.3,Ideal,E,VVS2,61.0,56.0,812,4.33,4.39,2.66
1792,1.01,Very Good,I,VS2,61.3,56.0,4438,6.53,6.45,3.98
1793,1.2,Ideal,I,VS1,62.8,55.0,6774,6.79,6.75,4.25
1794,0.92,Premium,H,VS2,59.6,59.0,3916,6.32,6.29,3.76
1795,2.01,Premium,H,SI2,62.5,62.0,11825,8.09,8.04,5.04
1796,0.77,Good,I,SI1,62.3,55.0,2264,5.88,5.93,3.68
1797,0.97,Very Good,G,SI2,59.8,58.0,3960,6.38,6.42,3.83
1798,0.55,Premium,G,VS1,62.0,57.0,1881,5.3,5.25,3.27
1799,0.91,Very Good,D,SI2,60.8,58.0,3910,6.26,6.31,3.82
1800,0.79,Premium,G,SI2,60.8,58.0,1877,6.0,5.98,3.61
1801,0.34,Ideal,F,VS2,60.7,56.0,938,4.56,4.53,2.76
1802,1.54,Premium,G,SI1,63.0,59.0,8176,7.31,7.26,4.59
1803,0.81,Premium,D,SI2,59.2,57.0,2809,6.15,6.05,3.61
1804,0.42,Ideal,G,VVS1,61.2,57.0,1235,4.82,4.78,2.94
1805,0.25,Very Good,E,VVS1,61.5,56.0,560,4.06,4.08,2.5
1806,0.77,Premium,F,VS1,62.1,60.0,3343,5.82,5.77,3.6
1807,1.01,Ideal,F,SI2,61.3,57.0,3777,6.4,6.35,3.91
1808,0.3,Ideal,G,VS2,61.3,56.0,675,4.3,4.28,2.63
1809,1.06,Very Good,G,VVS2,62.9,56.0,7695,6.56,6.6,4.14
1810,0.43,Ideal,E,VVS2,62.0,57.0,1245,4.84,4.87,3.01
1811,0.5,Premium,E,SI1,61.4,59.0,1155,5.09,5.01,3.1
1812,0.3,Very Good,D,VS2,62.8,57.0,710,4.29,4.31,2.7
1813,0.72,Ideal,D,VS2,60.5,57.0,3275,5.81,5.83,3.52
1814,0.92,Ideal,D,SI2,61.9,55.0,5051,6.24,6.27,3.87
1815,0.42,Premium,G,VS2,62.6,57.0,1087,4.8,4.76,2.99
1816,0.3,Ideal,F,IF,61.1,57.0,1013,4.39,4.35,2.67
1817,1.51,Premium,F,SI1,60.7,58.0,11666,7.41,7.38,4.49
1818,1.09,Premium,G,VS2,61.0,59.0,6906,6.6,6.65,4.04
1819,0.3,Ideal,E,VS2,62.1,55.0,658,4.28,4.32,2.67
